city,state,state code,country code,country
Raymond,Minnesota,MN,US,United States
Fairfield,Illinois,IL,US,United States
Ottawa Center,Michigan,MI,US,United States
Scio,Oregon,OR,US,United States
Gleason,Wisconsin,WI,US,United States
Birmingham,Kansas,KS,US,United States
Bulverde,Texas,TX,US,United States
Custer,Wisconsin,WI,US,United States
Sarepta,Louisiana,LA,US,United States
Thetford Center,Vermont,VT,US,United States
Lincoln Park,Michigan,MI,US,United States
Piketon,Ohio,OH,US,United States
State of Maine,Maine,ME,US,United States
Minong,Wisconsin,WI,US,United States
Town of Lincoln,Rhode Island,RI,US,United States
Baker City,Oregon,OR,US,United States
Town of Cornwall,Connecticut,CT,US,United States
Stone Park,Illinois,IL,US,United States
Powell,Ohio,OH,US,United States
Savanna,Illinois,IL,US,United States
North Wales,Pennsylvania,PA,US,United States
Elmwood Park,Illinois,IL,US,United States
Saint Marys,Ohio,OH,US,United States
Grand Island,New York,NY,US,United States
Ogden,Missouri,MO,US,United States
Labette,Kansas,KS,US,United States
Dolton,Illinois,IL,US,United States
Willits,California,CA,US,United States
Benton,Kansas,KS,US,United States
Cardiff-by-the-Sea,California,CA,US,United States
Willowbrook,Illinois,IL,US,United States
Yorktown,Texas,TX,US,United States
Marriottsville,Maryland,MD,US,United States
Liberty,Texas,TX,US,United States
Sayre,Pennsylvania,PA,US,United States
Waxahachie,Texas,TX,US,United States
Bradford,Massachusetts,MA,US,United States
Teasdale,Utah,UT,US,United States
Tampa Bay Area,Florida,FL,US,United States
Ducktown,Tennessee,TN,US,United States
Newton Falls,Ohio,OH,US,United States
Kings Beach,California,CA,US,United States
Sanborn,New York,NY,US,United States
New Berlin,Wisconsin,WI,US,United States
Silverwood,Indiana,IN,US,United States
Oak Forest,Illinois,IL,US,United States
Lisbon,New Hampshire,NH,US,United States
Lincolnwood,Illinois,IL,US,United States
Knoxville,Alabama,AL,US,United States
Sacramento County,California,CA,US,United States
Republic,Missouri,MO,US,United States
Monroe City,Illinois,IL,US,United States
Powell,Wyoming,WY,US,United States
Somerset,Massachusetts,MA,US,United States
Tunnel Hill,Georgia,GA,US,United States
Fremont,North Carolina,NC,US,United States
Lewis Center,Ohio,OH,US,United States
Fort Myers Beach,Florida,FL,US,United States
Bridgeport,Illinois,IL,US,United States
San Felipe,New Mexico,NM,US,United States
Barstow,California,CA,US,United States
Spring City,Pennsylvania,PA,US,United States
Campbellsville,Kentucky,KY,US,United States
Kings Park,New York,NY,US,United States
Modena,Pennsylvania,PA,US,United States
West Yellowstone,Montana,MT,US,United States
Reklaw,Texas,TX,US,United States
Bessemer,Alabama,AL,US,United States
Whiteland,Indiana,IN,US,United States
Williamsburg,Kentucky,KY,US,United States
New Tripoli,Pennsylvania,PA,US,United States
Grass Valley Creek,California,CA,US,United States
Washington Township,Indiana,IN,US,United States
Winnipeg,Missouri,MO,US,United States
Lebanon,Oregon,OR,US,United States
Monroe,Maine,ME,US,United States
Owingsville,Kentucky,KY,US,United States
Brownfield,Texas,TX,US,United States
Perdido Key,Florida,FL,US,United States
Holmen,Wisconsin,WI,US,United States
Switzerland County,Indiana,IN,US,United States
Snowflake,Arizona,AZ,US,United States
Darwin,Ohio,OH,US,United States
Olneyville,Rhode Island,RI,US,United States
Barnesville,Pennsylvania,PA,US,United States
Hague,New York,NY,US,United States
Lead,South Dakota,SD,US,United States
Bellevue,Ohio,OH,US,United States
Lake in the Hills,Illinois,IL,US,United States
Owatonna,Minnesota,MN,US,United States
Belleville,New Jersey,NJ,US,United States
Robinson,Illinois,IL,US,United States
New Concord,Ohio,OH,US,United States
Wilmette,Illinois,IL,US,United States
Spanish Fork,Utah,UT,US,United States
Dover,Pennsylvania,PA,US,United States
Littleton,Massachusetts,MA,US,United States
Lakeside,Colorado,CO,US,United States
Piedmont,California,CA,US,United States
Altoona,Wisconsin,WI,US,United States
Brenham,Texas,TX,US,United States
Bluffton,Ohio,OH,US,United States
Central Valley,California,CA,US,United States
Hayti,Missouri,MO,US,United States
Marion Township,Iowa,IA,US,United States
Kemah,Texas,TX,US,United States
Boyne City,Michigan,MI,US,United States
Weatherford,Oklahoma,OK,US,United States
Buda,Texas,TX,US,United States
Hugoton,Kansas,KS,US,United States
Forestdale,Massachusetts,MA,US,United States
Pella Township,Illinois,IL,US,United States
Lamoni,Iowa,IA,US,United States
Langdon,North Dakota,ND,US,United States
Conshohocken,Pennsylvania,PA,US,United States
Black Hawk,Colorado,CO,US,United States
La Grange,Georgia,GA,US,United States
Eagle River,Wisconsin,WI,US,United States
Helen,Georgia,GA,US,United States
Bonita Springs,Florida,FL,US,United States
Mableton,Georgia,GA,US,United States
Youngsville,Louisiana,LA,US,United States
Kingsland,Georgia,GA,US,United States
Pfafftown,North Carolina,NC,US,United States
Nice,California,CA,US,United States
Nekoosa,Wisconsin,WI,US,United States
Chocowinity,North Carolina,NC,US,United States
Dauphin Island,Alabama,AL,US,United States
Stone City,Iowa,IA,US,United States
Vienna,Illinois,IL,US,United States
Reading,Massachusetts,MA,US,United States
Prichard,Alabama,AL,US,United States
Winner,South Dakota,SD,US,United States
Turkey,Texas,TX,US,United States
Hot Springs,South Dakota,SD,US,United States
Port Byron,Illinois,IL,US,United States
Calpine,California,CA,US,United States
Seville,Florida,FL,US,United States
Narragansett,Rhode Island,RI,US,United States
Oak Grove,Kentucky,KY,US,United States
Butler,Tennessee,TN,US,United States
Ravensdale,Washington,WA,US,United States
Camas,Washington,WA,US,United States
Guymon,Oklahoma,OK,US,United States
Waldoboro,Maine,ME,US,United States
Martinsville,Ohio,OH,US,United States
Lompoc Museum,California,CA,US,United States
Dalton,Massachusetts,MA,US,United States
Germantown,Illinois,IL,US,United States
Chimacum,Washington,WA,US,United States
Bexley,Ohio,OH,US,United States
Egan,Louisiana,LA,US,United States
New Haven,Indiana,IN,US,United States
Alabaster,Alabama,AL,US,United States
Marshfield,Massachusetts,MA,US,United States
Bolton,Massachusetts,MA,US,United States
Mount Airy,North Carolina,NC,US,United States
Price,Utah,UT,US,United States
Long Branch,New Jersey,NJ,US,United States
Sterling,Colorado,CO,US,United States
Matawan,New Jersey,NJ,US,United States
Dover,Arkansas,AR,US,United States
Big Timber,Montana,MT,US,United States
Cape Girardeau County,Missouri,MO,US,United States
Cable,Wisconsin,WI,US,United States
Eustis,Florida,FL,US,United States
Greenback,Tennessee,TN,US,United States
Franklin,Georgia,GA,US,United States
Belleville,Michigan,MI,US,United States
Freeport,Florida,FL,US,United States
Orrville,Indiana,IN,US,United States
Greenwood,South Carolina,SC,US,United States
Greene County,Pennsylvania,PA,US,United States
Earth City,Missouri,MO,US,United States
Ceres,California,CA,US,United States
Atherton,California,CA,US,United States
Anthony Township,Kansas,KS,US,United States
Burnsville,North Carolina,NC,US,United States
Forestville,North Carolina,NC,US,United States
Breaux Bridge,Louisiana,LA,US,United States
Los Alamos,New Mexico,NM,US,United States
Norwood,Louisiana,LA,US,United States
Lyons Township,Illinois,IL,US,United States
Terre Haute,Iowa,IA,US,United States
New Berlin,Pennsylvania,PA,US,United States
Bowie,Texas,TX,US,United States
Douglas,Arizona,AZ,US,United States
Winsted,Connecticut,CT,US,United States
Northville,New York,NY,US,United States
Marana,Arizona,AZ,US,United States
Norristown,Pennsylvania,PA,US,United States
Fort Hunter,New York,NY,US,United States
Halethorpe,Maryland,MD,US,United States
Lebanon,Ohio,OH,US,United States
Pampa,Texas,TX,US,United States
Bedford,Indiana,IN,US,United States
Union City,Tennessee,TN,US,United States
Covington,Tennessee,TN,US,United States
Blackhawk,South Dakota,SD,US,United States
Kings Mountain,North Carolina,NC,US,United States
Hartford City,Indiana,IN,US,United States
Deposit,New York,NY,US,United States
McArthur,Ohio,OH,US,United States
Cardington,Ohio,OH,US,United States
Henry County,Georgia,GA,US,United States
Mackinac Island,Michigan,MI,US,United States
New Whiteland,Indiana,IN,US,United States
White Stone,Virginia,VA,US,United States
Blackstock,South Carolina,SC,US,United States
Collinsville,Alabama,AL,US,United States
Mitchell,Nebraska,NE,US,United States
Scarsdale,New York,NY,US,United States
Orange City,Iowa,IA,US,United States
Meansville,Georgia,GA,US,United States
Weddington,North Carolina,NC,US,United States
Glen Spey,New York,NY,US,United States
Thistle Hollow,Tennessee,TN,US,United States
Bloomer,Wisconsin,WI,US,United States
Greece,New York,NY,US,United States
Monroes Corner,Florida,FL,US,United States
Seabeck,Washington,WA,US,United States
Franklinville,North Carolina,NC,US,United States
Lopez Island,Washington,WA,US,United States
Dinwiddie,Virginia,VA,US,United States
West Bend,Wisconsin,WI,US,United States
Thomasville,Georgia,GA,US,United States
Ooltewah,Tennessee,TN,US,United States
Willingboro,New Jersey,NJ,US,United States
Paw Paw,Illinois,IL,US,United States
Wailuku,Hawaii,HI,US,United States
Bowman,South Carolina,SC,US,United States
White Deer,Texas,TX,US,United States
Moore Haven,Florida,FL,US,United States
Hortense,Georgia,GA,US,United States
Waverly,Ohio,OH,US,United States
Holdrege,Nebraska,NE,US,United States
Menomonee Falls,Wisconsin,WI,US,United States
Livonia,Michigan,MI,US,United States
Lodi,New Jersey,NJ,US,United States
Great Bend,Kansas,KS,US,United States
Owosso,Michigan,MI,US,United States
Hedrick,Iowa,IA,US,United States
Splendora,Texas,TX,US,United States
Clinton,New Jersey,NJ,US,United States
Hanging Rock,Ohio,OH,US,United States
Myakka City,Florida,FL,US,United States
Cypress,Texas,TX,US,United States
Knoxville,Alabama,AL,US,United States
State of Alaska,Alaska,AK,US,United States
Vanderbilt,California,CA,US,United States
Lebanon Township,Missouri,MO,US,United States
Canby,Oregon,OR,US,United States
Ontario,Oregon,OR,US,United States
JW Marriott Ihilani Resort and Spa at Ko Olina,Hawaii,HI,US,United States
Hungerford,Texas,TX,US,United States
Byrdcliffe,New York,NY,US,United States
Espanola,New Mexico,NM,US,United States
New Harmony,Indiana,IN,US,United States
Cato,New York,NY,US,United States
Kiawah Island,South Carolina,SC,US,United States
Mount Pocono Overlook,Pennsylvania,PA,US,United States
Liberty,New York,NY,US,United States
Dunn,North Carolina,NC,US,United States
Tampa Bay Area,Florida,FL,US,United States
Fort Meade,Florida,FL,US,United States
Ducktown,Tennessee,TN,US,United States
Woodrow,Texas,TX,US,United States
Newton Falls,Ohio,OH,US,United States
Albertson,New York,NY,US,United States
Sanborn,New York,NY,US,United States
New Berlin,Wisconsin,WI,US,United States
Vinton,Iowa,IA,US,United States
Golden Valley,Minnesota,MN,US,United States
Laurelton,Pennsylvania,PA,US,United States
Bishop,California,CA,US,United States
Bellflower,California,CA,US,United States
Mountain Home,Idaho,ID,US,United States
Landisville,Pennsylvania,PA,US,United States
Rutland County,Vermont,VT,US,United States
Milford,Pennsylvania,PA,US,United States
Hobart,Oklahoma,OK,US,United States
Denton,Maryland,MD,US,United States
Chandler,Oklahoma,OK,US,United States
Kirtland,Ohio,OH,US,United States
Walpack Township,New Jersey,NJ,US,United States
Salina,Oklahoma,OK,US,United States
Twisp,Washington,WA,US,United States
Fort Dodge,Iowa,IA,US,United States
Mendon,Illinois,IL,US,United States
Chisholm,Minnesota,MN,US,United States
Brainerd,Minnesota,MN,US,United States
Hartville,Ohio,OH,US,United States
Boonville,California,CA,US,United States
Silverado Canyon,California,CA,US,United States
Elko,Nevada,NV,US,United States
Greenville Township,North Dakota,ND,US,United States
Madison,Nebraska,NE,US,United States
Lake Ozark,Missouri,MO,US,United States
Eaton,Ohio,OH,US,United States
Saint Helena,California,CA,US,United States
Mecca,California,CA,US,United States
Hancock,New York,NY,US,United States
Lithopolis,Ohio,OH,US,United States
Tomahawk,Wisconsin,WI,US,United States
Warroad,Minnesota,MN,US,United States
Montgomery,Indiana,IN,US,United States
Byers,Colorado,CO,US,United States
Waterloo,Alabama,AL,US,United States
Montgomery,Illinois,IL,US,United States
Cedarpines Park,California,CA,US,United States
Daleville,Alabama,AL,US,United States
Lawton,Michigan,MI,US,United States
McDonough,Georgia,GA,US,United States
Endwell,New York,NY,US,United States
Checotah,Oklahoma,OK,US,United States
Coleraine,Minnesota,MN,US,United States
Newton,Kansas,KS,US,United States
Inlet,New York,NY,US,United States
El Prado,New Mexico,NM,US,United States
Scribner,Nebraska,NE,US,United States
Leigh,Nebraska,NE,US,United States
Glen Echo,Maryland,MD,US,United States
Havre,Montana,MT,US,United States
Jonesville,Louisiana,LA,US,United States
Pulaski County,Virginia,VA,US,United States
Whitneyville,Pennsylvania,PA,US,United States
Foley,Alabama,AL,US,United States
Mill City,Oregon,OR,US,United States
Ashland,Pennsylvania,PA,US,United States
Park River,North Dakota,ND,US,United States
Lebanon,Oregon,OR,US,United States
Tysons Corner,Virginia,VA,US,United States
Monroe,Maine,ME,US,United States
Horseheads,New York,NY,US,United States
Owingsville,Kentucky,KY,US,United States
Brownfield,Texas,TX,US,United States
Perdido Key,Florida,FL,US,United States
Holmen,Wisconsin,WI,US,United States
Brookville,Indiana,IN,US,United States
Berlin Township,Michigan,MI,US,United States
Switzerland County,Indiana,IN,US,United States
Darwin,Ohio,OH,US,United States
Hopewell Junction,New York,NY,US,United States
Barnesville,Pennsylvania,PA,US,United States
Ravenna,Ohio,OH,US,United States
Vail,Iowa,IA,US,United States
Owatonna,Minnesota,MN,US,United States
Belleville,New Jersey,NJ,US,United States
Mountain Grove,Missouri,MO,US,United States
Batesville,Indiana,IN,US,United States
Spanish Fork,Utah,UT,US,United States
Lakeside,Colorado,CO,US,United States
Wanatah,Indiana,IN,US,United States
Piedmont,California,CA,US,United States
Chickamauga,Georgia,GA,US,United States
Odessa,Florida,FL,US,United States
Banner Elk,North Carolina,NC,US,United States
Silver Beach,Michigan,MI,US,United States
Newport,Oregon,OR,US,United States
Benton Township,Arkansas,AR,US,United States
Liverpool (historical),Mississippi,MS,US,United States
Little Meadows,Pennsylvania,PA,US,United States
Redding,Connecticut,CT,US,United States
Pomona,New York,NY,US,United States
Seaside,Florida,FL,US,United States
Menasha,Wisconsin,WI,US,United States
Maquoketa,Iowa,IA,US,United States
Geneva,Minnesota,MN,US,United States
Johnson,Vermont,VT,US,United States
Prince Frederick,Maryland,MD,US,United States
Asheboro,North Carolina,NC,US,United States
Gilroy,California,CA,US,United States
Pacifica,California,CA,US,United States
Indian Springs,Nevada,NV,US,United States
Waitsfield,Vermont,VT,US,United States
Squam Lake,New Hampshire,NH,US,United States
Otsego,Michigan,MI,US,United States
Hays,Kansas,KS,US,United States
Quincy,Washington,WA,US,United States
Stockholm,South Dakota,SD,US,United States
Town of Wilmington,New York,NY,US,United States
Broken Arrow,Oklahoma,OK,US,United States
Loudon,New Hampshire,NH,US,United States
Wyoming,Michigan,MI,US,United States
Mont Alto,Pennsylvania,PA,US,United States
Sturgeon Bay,Wisconsin,WI,US,United States
West Hollywood,Florida,FL,US,United States
Lake Tahoe,California,CA,US,United States
Ellington,New York,NY,US,United States
Helena,Arkansas,AR,US,United States
Herrin,Illinois,IL,US,United States
Scriba,New York,NY,US,United States
Tremont,Illinois,IL,US,United States
North Royalton,Ohio,OH,US,United States
