city,state,state code,country code,country
Capilla del Monte,Córdoba,05,AR,Argentina
Villa Martelli,Buenos Aires,01,AR,Argentina
Remedios de Escalada,Buenos Aires,01,AR,Argentina
Funes,Santa Fe,21,AR,Argentina
El Cadillal,Tucumán,24,AR,Argentina
Carmen de Areco,Buenos Aires,01,AR,Argentina
Saladillo,Buenos Aires,01,AR,Argentina
Catriel,Río Negro,16,AR,Argentina
San Genaro,Santa Fe,21,AR,Argentina
Joaquín Gorina,Buenos Aires,01,AR,Argentina
Victorica,La Pampa,11,AR,Argentina
Chañar Grande,Neuquén,15,AR,Argentina
Hilario Ascasubi,Buenos Aires,01,AR,Argentina
El Talar,Buenos Aires,01,AR,Argentina
Vista Flores,Mendoza,13,AR,Argentina
Las Chacras,Mendoza,13,AR,Argentina
Punta Chañar,Neuquén,15,AR,Argentina
Santa Clara de Saguier,Santa Fe,21,AR,Argentina
Comallo,Río Negro,16,AR,Argentina
Devoto,Córdoba,05,AR,Argentina
El Carril,Salta,17,AR,Argentina
Pampa del Juncalito,Mendoza,13,AR,Argentina
Gahan,Buenos Aires,01,AR,Argentina
Veinticinco de Mayo,La Pampa,11,AR,Argentina
Colonia Alpina,Santiago del Estero,22,AR,Argentina
Orán,Salta,17,AR,Argentina
Fernández,Santiago del Estero,22,AR,Argentina
Santa Elena,Entre Ríos,08,AR,Argentina
Quimilí,Santiago del Estero,22,AR,Argentina
Pampa de los Guanacos,Santiago del Estero,22,AR,Argentina
Bella Vista,Tucumán,24,AR,Argentina
General Pinedo,Chaco,03,AR,Argentina
Punta Indio,Buenos Aires,01,AR,Argentina
Chepes,La Rioja,12,AR,Argentina
Molinos,Salta,17,AR,Argentina
Gregorio de Laferrère,Buenos Aires,01,AR,Argentina
Graneros,Tucumán,24,AR,Argentina
Playa Unión,Chubut,04,AR,Argentina
Mataderos,Autonomous City of Buenos Aires,07,AR,Argentina
Candelaria,San Luis,19,AR,Argentina
Pampa del Infierno,Chaco,03,AR,Argentina
Ingeniero Beaugey,Buenos Aires,01,AR,Argentina
Arribeños,Buenos Aires,01,AR,Argentina
Pigüé,Buenos Aires,01,AR,Argentina
Carlos Pellegrini,Santa Fe,21,AR,Argentina
Goya,Corrientes,06,AR,Argentina
Larroque,Entre Ríos,08,AR,Argentina
El Trébol,Santa Fe,21,AR,Argentina
Chajarí,Entre Ríos,08,AR,Argentina
Villa Regina,Río Negro,16,AR,Argentina
Sierra Grande,Río Negro,16,AR,Argentina
General Pacheco,Buenos Aires,01,AR,Argentina
Villaguay,Entre Ríos,08,AR,Argentina
Saturnino M. Laspiur,Córdoba,05,AR,Argentina
Balcarce,Buenos Aires,01,AR,Argentina
Navarro,Buenos Aires,01,AR,Argentina
Glew,Buenos Aires,01,AR,Argentina
Galvez,Santa Fe,21,AR,Argentina
San Martín de los Andes,Neuquén,15,AR,Argentina
Las Heras,Santa Cruz,20,AR,Argentina
Longchamps,Buenos Aires,01,AR,Argentina
Villa Gesell,Buenos Aires,01,AR,Argentina
Rosario,Santa Fe,21,AR,Argentina
Temperley,Buenos Aires,01,AR,Argentina
Ezeiza,Buenos Aires,01,AR,Argentina
San Justo,Buenos Aires,01,AR,Argentina
San Miguel,Buenos Aires,01,AR,Argentina
Gerli,Buenos Aires,01,AR,Argentina
Moreno,Buenos Aires,01,AR,Argentina
Belén,Catamarca,02,AR,Argentina
La Banda,Santiago del Estero,22,AR,Argentina
Vicente López,Buenos Aires,01,AR,Argentina
Concordia,Entre Ríos,08,AR,Argentina
Cipolletti,Río Negro,16,AR,Argentina
Pampa Cabá Ñaró,Chaco,03,AR,Argentina
Santa Teresita,Buenos Aires,01,AR,Argentina
Ituzaingó,Buenos Aires,01,AR,Argentina
Villa Dolores,Córdoba,05,AR,Argentina
San Jorge,Santa Fe,21,AR,Argentina
Ballesteros,Córdoba,05,AR,Argentina
San Rafael,Córdoba,05,AR,Argentina
Los Ángeles,Buenos Aires,01,AR,Argentina
San Luis,Santiago del Estero,22,AR,Argentina
Tucumán,Tucumán,24,AR,Argentina
Puerto Madryn,Chubut,04,AR,Argentina
Villa María,Córdoba,05,AR,Argentina
La Argentina,Buenos Aires,01,AR,Argentina
Puerto Iguazú,Misiones,14,AR,Argentina
Monte Hermoso,Buenos Aires,01,AR,Argentina
Pilar,Buenos Aires,01,AR,Argentina
Río Gallegos,Santa Cruz,20,AR,Argentina
Victoria,Entre Ríos,08,AR,Argentina
General Rodríguez,Buenos Aires,01,AR,Argentina
Sunchales,Santa Fe,21,AR,Argentina
Río Grande,Tierra del Fuego,23,AR,Argentina
Tilcara,Jujuy,10,AR,Argentina
Lanús,Buenos Aires,01,AR,Argentina
Dolavón,Chubut,04,AR,Argentina
San Patricio del Chañar,Neuquén,15,AR,Argentina
San Agustín,Santa Fe,21,AR,Argentina
Apeadero Arroyo Leyes,Santa Fe,21,AR,Argentina
Hughes,Santa Fe,21,AR,Argentina
Serrezuela,Córdoba,05,AR,Argentina
Las Higueras,Córdoba,05,AR,Argentina
Verónica,Buenos Aires,01,AR,Argentina
Suipacha,Buenos Aires,01,AR,Argentina
San Miguel,Buenos Aires,01,AR,Argentina
Villa Alsina,Buenos Aires,01,AR,Argentina
Villa Elvira,Buenos Aires,01,AR,Argentina
Partido de Malvinas Argentinas,Buenos Aires,01,AR,Argentina
San Genaro,Santa Fe,21,AR,Argentina
Joaquín Gorina,Buenos Aires,01,AR,Argentina
Gaboto,Santa Fe,21,AR,Argentina
Romang,Santa Fe,21,AR,Argentina
El Talar,Buenos Aires,01,AR,Argentina
Vista Flores,Mendoza,13,AR,Argentina
Veinticinco de Mayo,La Pampa,11,AR,Argentina
Achiras,Córdoba,05,AR,Argentina
Pampa de los Guanacos,Santiago del Estero,22,AR,Argentina
Bella Vista,Tucumán,24,AR,Argentina
General Pinedo,Chaco,03,AR,Argentina
Punta Indio,Buenos Aires,01,AR,Argentina
Chepes,La Rioja,12,AR,Argentina
Molinos,Salta,17,AR,Argentina
Gregorio de Laferrère,Buenos Aires,01,AR,Argentina
Santa Elena,Entre Ríos,08,AR,Argentina
Quimilí,Santiago del Estero,22,AR,Argentina
Rosario del Tala,Entre Ríos,08,AR,Argentina
Adolfo Gonzáles Chaves,Buenos Aires,01,AR,Argentina
Graneros,Tucumán,24,AR,Argentina
Candelaria,San Luis,19,AR,Argentina
Santo Tomé,Santa Fe,21,AR,Argentina
Pampa del Infierno,Chaco,03,AR,Argentina
La Dulce,Buenos Aires,01,AR,Argentina
Ascensión,Buenos Aires,01,AR,Argentina
Santa María,Catamarca,02,AR,Argentina
Intendente Alvear,La Pampa,11,AR,Argentina
Cafayate,Salta,17,AR,Argentina
Bella Vista,Buenos Aires,01,AR,Argentina
Estancia Santa Rafaela,Buenos Aires,01,AR,Argentina
Victorica,La Pampa,11,AR,Argentina
Chañar Grande,Neuquén,15,AR,Argentina
Hilario Ascasubi,Buenos Aires,01,AR,Argentina
Las Chacras,Mendoza,13,AR,Argentina
Punta Chañar,Neuquén,15,AR,Argentina
Santa Clara de Saguier,Santa Fe,21,AR,Argentina
Comallo,Río Negro,16,AR,Argentina
San Vicente,Misiones,14,AR,Argentina
Las Catitas,Mendoza,13,AR,Argentina
Capilla del Monte,Córdoba,05,AR,Argentina
San Pedro,San Luis,19,AR,Argentina
Villa Martelli,Buenos Aires,01,AR,Argentina
Remedios de Escalada,Buenos Aires,01,AR,Argentina
Funes,Santa Fe,21,AR,Argentina
El Cadillal,Tucumán,24,AR,Argentina
Carmen de Areco,Buenos Aires,01,AR,Argentina
Saladillo,Buenos Aires,01,AR,Argentina
Caseros,Buenos Aires,01,AR,Argentina
Rufino,Santa Fe,21,AR,Argentina
Yerba Buena,Tucumán,24,AR,Argentina
San Vicente,Buenos Aires,01,AR,Argentina
Brandsen,Buenos Aires,01,AR,Argentina
Garín,Buenos Aires,01,AR,Argentina
Colonia Caroya,Córdoba,05,AR,Argentina
San Francisco Solano,Buenos Aires,01,AR,Argentina
Amaichá del Valle,Tucumán,24,AR,Argentina
Boulogne,Buenos Aires,01,AR,Argentina
Partido de Caseros,Buenos Aires,01,AR,Argentina
Catriel,Río Negro,16,AR,Argentina
San José de Jáchal,San Juan,18,AR,Argentina
Esquina,La Rioja,12,AR,Argentina
Saladillo,Santa Fe,21,AR,Argentina
Villa Concepción del Tío,Córdoba,05,AR,Argentina
Sáenz Peña,Buenos Aires,01,AR,Argentina
Ayacucho,Buenos Aires,01,AR,Argentina
General Juan Madariaga,Buenos Aires,01,AR,Argentina
Coronel Pringles,Buenos Aires,01,AR,Argentina
Nueva Galia,San Luis,19,AR,Argentina
Altenmarkt im Pongau,Salzburg,05,AT,Austria
Bairisch Kölldorf,Styria,06,AT,Austria
Sankt Jakob in Defereggen,Tyrol,07,AT,Austria
Diersbach,Upper Austria,04,AT,Austria
Siegendorf im Burgenland,Burgenland,01,AT,Austria
Bezau,Vorarlberg,08,AT,Austria
Schwanenstadt,Upper Austria,04,AT,Austria
Schwarzenbach,Lower Austria,03,AT,Austria
Randegg,Lower Austria,03,AT,Austria
Maria-Anzbach,Lower Austria,03,AT,Austria
Brunn am Gebirge,Lower Austria,03,AT,Austria
Söll,Tyrol,07,AT,Austria
Mettersdorf,Styria,06,AT,Austria
Zell am Ziller,Tyrol,07,AT,Austria
Weerberg,Tyrol,07,AT,Austria
Westendorf,Tyrol,07,AT,Austria
Schwarzach im Pongau,Salzburg,05,AT,Austria
Grabern,Lower Austria,03,AT,Austria
Auersbach,Styria,06,AT,Austria
Hofstetten-Grünau,Lower Austria,03,AT,Austria
Arnfels,Styria,06,AT,Austria
Niederndorf,Tyrol,07,AT,Austria
Enns,Upper Austria,04,AT,Austria
Schruns,Vorarlberg,08,AT,Austria
Bruck an der Mur,Styria,06,AT,Austria
Brixlegg,Tyrol,07,AT,Austria
Mariazell,Styria,06,AT,Austria
Ramsau im Zillertal,Tyrol,07,AT,Austria
Gutenbrunn,Lower Austria,03,AT,Austria
Schärding,Upper Austria,04,AT,Austria
Hochfilzen,Tyrol,07,AT,Austria
Wimpassing,Salzburg,05,AT,Austria
Gänserndorf,Lower Austria,03,AT,Austria
Pfaffenhofen,Salzburg,05,AT,Austria
Thalgau,Salzburg,05,AT,Austria
Matzen,Lower Austria,03,AT,Austria
Weissenbach am Lech,Tyrol,07,AT,Austria
Aigen,Salzburg,05,AT,Austria
Rossleithen,Upper Austria,04,AT,Austria
Moosburg,Carinthia,02,AT,Austria
Turnersee,Carinthia,02,AT,Austria
Neumarkt an der Ybbs,Lower Austria,03,AT,Austria
Buch,Styria,06,AT,Austria
Kirchbergen,Styria,06,AT,Austria
Bruckneudorf,Burgenland,01,AT,Austria
Altweitra,Lower Austria,03,AT,Austria
Arnoldstein,Carinthia,02,AT,Austria
Wartberg ob der Aist,Upper Austria,04,AT,Austria
Treffen,Carinthia,02,AT,Austria
Seefeld in Tirol,Tyrol,07,AT,Austria
Leonding,Upper Austria,04,AT,Austria
Mattsee,Salzburg,05,AT,Austria
Hörsching,Upper Austria,04,AT,Austria
Nüziders,Vorarlberg,08,AT,Austria
Abtenau,Salzburg,05,AT,Austria
Landeck,Tyrol,07,AT,Austria
Telfs,Tyrol,07,AT,Austria
Marchtrenk,Upper Austria,04,AT,Austria
Birkfeld,Styria,06,AT,Austria
Oberwaltersdorf,Lower Austria,03,AT,Austria
Hörersdorf,Lower Austria,03,AT,Austria
Pöllau,Styria,06,AT,Austria
Sankt Margarethen,Carinthia,02,AT,Austria
Alberschwende,Vorarlberg,08,AT,Austria
Schwaz,Tyrol,07,AT,Austria
Krieglach,Styria,06,AT,Austria
Gallzein,Tyrol,07,AT,Austria
Finkenstein am Faaker See,Carinthia,02,AT,Austria
Pfunds,Tyrol,07,AT,Austria
Halbturn,Burgenland,01,AT,Austria
Geinberg,Upper Austria,04,AT,Austria
Regau,Upper Austria,04,AT,Austria
Arriach,Carinthia,02,AT,Austria
Turnersee,Carinthia,02,AT,Austria
Neumarkt an der Ybbs,Lower Austria,03,AT,Austria
Buch,Styria,06,AT,Austria
Kirchbergen,Styria,06,AT,Austria
Bruckneudorf,Burgenland,01,AT,Austria
Pfaffenhofen,Salzburg,05,AT,Austria
Thalgau,Salzburg,05,AT,Austria
Matzen,Lower Austria,03,AT,Austria
Weissenbach am Lech,Tyrol,07,AT,Austria
Aigen,Salzburg,05,AT,Austria
Bruck an der Mur,Styria,06,AT,Austria
Mariazell,Styria,06,AT,Austria
Wartberg ob der Aist,Upper Austria,04,AT,Austria
Treffen,Carinthia,02,AT,Austria
Seefeld in Tirol,Tyrol,07,AT,Austria
Waidhofen an der Thaya,Lower Austria,03,AT,Austria
Gutenbrunn,Lower Austria,03,AT,Austria
Leobersdorf,Lower Austria,03,AT,Austria
Hochfilzen,Tyrol,07,AT,Austria
Wimpassing,Salzburg,05,AT,Austria
Annenheim,Carinthia,02,AT,Austria
Feldbach,Upper Austria,04,AT,Austria
Griechenberg,Lower Austria,03,AT,Austria
Groß-Enzersdorf,Lower Austria,03,AT,Austria
Niedernsill,Salzburg,05,AT,Austria
Laxenburg,Lower Austria,03,AT,Austria
Vöcklamarkt,Upper Austria,04,AT,Austria
Zwettl-Niederösterreich,Lower Austria,03,AT,Austria
Rohrbach in Oberösterreich,Upper Austria,04,AT,Austria
Sankt Margarethen im Burgenland,Burgenland,01,AT,Austria
Traun,Upper Austria,04,AT,Austria
Wolfsegg am Hausruck,Upper Austria,04,AT,Austria
Schwarzenberg,Salzburg,05,AT,Austria
Pischelsdorf in Steiermark,Styria,06,AT,Austria
Payerbach,Lower Austria,03,AT,Austria
Bad Schallerbach,Upper Austria,04,AT,Austria
Bad Fischau,Lower Austria,03,AT,Austria
Tirol,Styria,06,AT,Austria
Bad Ischl,Upper Austria,04,AT,Austria
Stockerau,Lower Austria,03,AT,Austria
Helfenberg,Upper Austria,04,AT,Austria
Allerheiligenberg,Lower Austria,03,AT,Austria
Rattenberg,Styria,06,AT,Austria
Spittal an der Drau,Carinthia,02,AT,Austria
Vienna,Vienna,09,AT,Austria
Klam,Upper Austria,04,AT,Austria
Strass im Attergau,Upper Austria,04,AT,Austria
Gleisdorf,Styria,06,AT,Austria
Mannersdorf an der Rabnitz,Burgenland,01,AT,Austria
Innsbruck,Tyrol,07,AT,Austria
Traunstein,Upper Austria,04,AT,Austria
Klagenfurt,Carinthia,02,AT,Austria
Ossiach,Carinthia,02,AT,Austria
Hof bei Salzburg,Salzburg,05,AT,Austria
Aflenz Kurort,Styria,06,AT,Austria
Neuhofen,Lower Austria,03,AT,Austria
Unterpremstätten,Styria,06,AT,Austria
Podersdorf am See,Burgenland,01,AT,Austria
Bleiburg,Carinthia,02,AT,Austria
Bahnhof Aigen-Schlägl,Upper Austria,04,AT,Austria
Zell am See,Salzburg,05,AT,Austria
Purkersdorf,Lower Austria,03,AT,Austria
Bregenz,Vorarlberg,08,AT,Austria
Bahnhofsiedlung,Lower Austria,03,AT,Austria
Hofstetten,Lower Austria,03,AT,Austria
Ramsau,Styria,06,AT,Austria
Wieselburg,Lower Austria,03,AT,Austria
Tribuswinkel,Lower Austria,03,AT,Austria
Hartberg,Styria,06,AT,Austria
Annenheim,Carinthia,02,AT,Austria
Feldbach,Salzburg,05,AT,Austria
Hopfgarten im Brixental,Tyrol,07,AT,Austria
Rechnitz,Burgenland,01,AT,Austria
Roßbach,Carinthia,02,AT,Austria
Feldkirchen bei Graz,Styria,06,AT,Austria
Rattenberg,Tyrol,07,AT,Austria
Öblarn,Styria,06,AT,Austria
Aflenz Kurort,Styria,06,AT,Austria
Neuhofen,Lower Austria,03,AT,Austria
Unterpremstätten,Styria,06,AT,Austria
Podersdorf am See,Burgenland,01,AT,Austria
Fischamend Markt,Lower Austria,03,AT,Austria
Abtenau,Salzburg,05,AT,Austria
Grieskirchen,Upper Austria,04,AT,Austria
Payerbach,Lower Austria,03,AT,Austria
Timelkam,Upper Austria,04,AT,Austria
Pabneukirchen,Upper Austria,04,AT,Austria
Grein,Upper Austria,04,AT,Austria
Ried im Traunkreis,Upper Austria,04,AT,Austria
Kemeten,Burgenland,01,AT,Austria
Maria Lankowitz,Styria,06,AT,Austria
Leogang,Salzburg,05,AT,Austria
Lech,Vorarlberg,08,AT,Austria
Plöcking,Upper Austria,04,AT,Austria
Bernstein,Burgenland,01,AT,Austria
Zell,Carinthia,02,AT,Austria
Bad Mitterndorf,Styria,06,AT,Austria
Frutten,Styria,06,AT,Austria
Steyrermühl,Upper Austria,04,AT,Austria
Lembach im Mühlkreis,Upper Austria,04,AT,Austria
Sölden,Tyrol,07,AT,Austria
Neulengbach,Lower Austria,03,AT,Austria
Desselbrunn,Upper Austria,04,AT,Austria
Neukirchen am Großvenediger,Salzburg,05,AT,Austria
Hallwang,Salzburg,05,AT,Austria
Traiskirchen,Lower Austria,03,AT,Austria
Wagrain,Salzburg,05,AT,Austria
Kalsdorf bei Graz,Styria,06,AT,Austria
Drosendorf,Lower Austria,03,AT,Austria
Haag am Hausruck,Upper Austria,04,AT,Austria
Melk,Lower Austria,03,AT,Austria
Horitschon,Burgenland,01,AT,Austria
Zwettl an der Rodl,Upper Austria,04,AT,Austria
Muntlix,Vorarlberg,08,AT,Austria
Lilienfeld,Lower Austria,03,AT,Austria
Pörtschach,Styria,06,AT,Austria
Sankt Veit an der Glan,Carinthia,02,AT,Austria
Waldhausen im Strudengau,Upper Austria,04,AT,Austria
Hard,Vorarlberg,08,AT,Austria
Haag,Lower Austria,03,AT,Austria
Ansfelden,Upper Austria,04,AT,Austria
Mürzzuschlag,Styria,06,AT,Austria
Hart,Styria,06,AT,Austria
Ulrichsberg,Upper Austria,04,AT,Austria
Galtür,Tyrol,07,AT,Austria
Kaindorf,Styria,06,AT,Austria
Erzberg,Carinthia,02,AT,Austria
Zell,Carinthia,02,AT,Austria
Bad Mitterndorf,Styria,06,AT,Austria
Waldhausen im Strudengau,Upper Austria,04,AT,Austria
Ansfelden,Upper Austria,04,AT,Austria
Mürzzuschlag,Styria,06,AT,Austria
Hart,Styria,06,AT,Austria
Ulrichsberg,Upper Austria,04,AT,Austria
Galtür,Tyrol,07,AT,Austria
Erzberg,Carinthia,02,AT,Austria
Prebuch,Styria,06,AT,Austria
Eferding,Upper Austria,04,AT,Austria
Leutschach,Styria,06,AT,Austria
Sankt Johann im Pongau,Salzburg,05,AT,Austria
Schrems,Lower Austria,03,AT,Austria
Litschau,Lower Austria,03,AT,Austria
Mank,Lower Austria,03,AT,Austria
Seeham,Salzburg,05,AT,Austria
St. Georgen am Längsee,Carinthia,02,AT,Austria
Weingarten,Upper Austria,04,AT,Austria
Bramberg am Wildkogel,Salzburg,05,AT,Austria
Sankt Christoph am Arlberg,Tyrol,07,AT,Austria
Hochgurgl,Tyrol,07,AT,Austria
Maria Neustift,Upper Austria,04,AT,Austria
Gerlitzen,Carinthia,02,AT,Austria
Mayrhofen,Salzburg,05,AT,Austria
Neudörfl,Styria,06,AT,Austria
Zurndorf,Burgenland,01,AT,Austria
Ortenburg,Carinthia,02,AT,Austria
Spielberg bei Knittelfeld,Styria,06,AT,Austria
Steinfeld,Carinthia,02,AT,Austria
Oberalm,Salzburg,05,AT,Austria
Horitschon,Burgenland,01,AT,Austria
Zwettl an der Rodl,Upper Austria,04,AT,Austria
Muntlix,Vorarlberg,08,AT,Austria
Pörtschach,Styria,06,AT,Austria
Sankt Johann in Tirol,Tyrol,07,AT,Austria
Hall in Tirol,Tyrol,07,AT,Austria
Röthis,Vorarlberg,08,AT,Austria
Ainet,Tyrol,07,AT,Austria
Knittelfeld,Styria,06,AT,Austria
Reifnitz,Carinthia,02,AT,Austria
Sankt Veit an der Glan,Carinthia,02,AT,Austria
Grafenberg,Styria,06,AT,Austria
Naßfeld,Carinthia,02,AT,Austria
Sankt Martin im Innkreis,Upper Austria,04,AT,Austria
Haus,Tyrol,07,AT,Austria
Laakirchen,Upper Austria,04,AT,Austria
Hart im Zillertal,Tyrol,07,AT,Austria
Frutten,Styria,06,AT,Austria
Steyrermühl,Upper Austria,04,AT,Austria
Zurndorf,Burgenland,01,AT,Austria
Ortenburg,Carinthia,02,AT,Austria
Spielberg bei Knittelfeld,Styria,06,AT,Austria
Steinfeld,Carinthia,02,AT,Austria
Oberalm,Salzburg,05,AT,Austria
Zwettl an der Rodl,Upper Austria,04,AT,Austria
Muntlix,Vorarlberg,08,AT,Austria
Schüttdorf,Salzburg,05,AT,Austria
Stoob,Burgenland,01,AT,Austria
Nenzing,Vorarlberg,08,AT,Austria
Ternitz,Lower Austria,03,AT,Austria
Sinabelkirchen,Styria,06,AT,Austria
Bad Kreuzen,Upper Austria,04,AT,Austria
Frauenkirchen,Burgenland,01,AT,Austria
Marchegg,Lower Austria,03,AT,Austria
Lafnitz,Styria,06,AT,Austria
Ötztal-Bahnhof,Tyrol,07,AT,Austria
Sankt Stefan am Walde,Upper Austria,04,AT,Austria
Attnang-Puchheim,Upper Austria,04,AT,Austria
Hallein,Salzburg,05,AT,Austria
Kleinreifling,Upper Austria,04,AT,Austria
Grosspertholz,Lower Austria,03,AT,Austria
Mönichkirchen,Lower Austria,03,AT,Austria
Garsten,Upper Austria,04,AT,Austria
Linz,Upper Austria,04,AT,Austria
Hohenems,Vorarlberg,08,AT,Austria
Ischgl,Tyrol,07,AT,Austria
Kapfenberg,Styria,06,AT,Austria
Kohfidisch,Burgenland,01,AT,Austria
Wels,Upper Austria,04,AT,Austria
Baumgartenberg,Upper Austria,04,AT,Austria
Flachau,Lower Austria,03,AT,Austria
Krems,Styria,06,AT,Austria
Ebreichsdorf,Lower Austria,03,AT,Austria
Bürs,Vorarlberg,08,AT,Austria
Sankt Valentin,Lower Austria,03,AT,Austria
Wiesen,Burgenland,01,AT,Austria
Obertauern,Salzburg,05,AT,Austria
Kirchberg-Thening,Upper Austria,04,AT,Austria
Aigen,Upper Austria,04,AT,Austria
Faak am See,Carinthia,02,AT,Austria
Ried im Innkreis,Upper Austria,04,AT,Austria
Prottes,Lower Austria,03,AT,Austria
Oslip,Burgenland,01,AT,Austria
Gutenberg,Styria,06,AT,Austria
Salzburg,Salzburg,05,AT,Austria
Hagenberg,Lower Austria,03,AT,Austria
Vöcklabruck,Upper Austria,04,AT,Austria
Pregarten,Upper Austria,04,AT,Austria
Aigen,Upper Austria,04,AT,Austria
Faak am See,Carinthia,02,AT,Austria
Ried im Innkreis,Upper Austria,04,AT,Austria
Prottes,Lower Austria,03,AT,Austria
Oslip,Burgenland,01,AT,Austria
Gutenberg,Styria,06,AT,Austria
Salzburg,Salzburg,05,AT,Austria
Hagenberg,Lower Austria,03,AT,Austria
Vöcklabruck,Upper Austria,04,AT,Austria
Pregarten,Upper Austria,04,AT,Austria
Sittersdorf,Carinthia,02,AT,Austria
Wiesen,Lower Austria,03,AT,Austria
Trofaiach,Styria,06,AT,Austria
Puch bei Hallein,Salzburg,05,AT,Austria
Biedermannsdorf,Lower Austria,03,AT,Austria
Bad Gastein,Salzburg,05,AT,Austria
Wendling,Upper Austria,04,AT,Austria
Unterfeistritz,Styria,06,AT,Austria
Lilienfeld,Lower Austria,03,AT,Austria
Gaspoltshofen,Upper Austria,04,AT,Austria
Frauenkirchen,Burgenland,01,AT,Austria
Frauental,Lower Austria,03,AT,Austria
Schloss Frauenthal,Styria,06,AT,Austria
Retznei,Styria,06,AT,Austria
Wattens,Tyrol,07,AT,Austria
Suben,Upper Austria,04,AT,Austria
Nussdorf-Debant,Carinthia,02,AT,Austria
Nickelsdorf,Burgenland,01,AT,Austria
Feldkirch,Vorarlberg,08,AT,Austria
Wallern,Upper Austria,04,AT,Austria
Wiener Neustadt,Lower Austria,03,AT,Austria
Leitersdorf,Styria,06,AT,Austria
Leibnitz,Styria,06,AT,Austria
Graz,Styria,06,AT,Austria
Spital am Semmering,Styria,06,AT,Austria
Ledenitzen,Carinthia,02,AT,Austria
Wiener Neudorf,Lower Austria,03,AT,Austria
Dornbirn,Vorarlberg,08,AT,Austria
St. Pölten,Lower Austria,03,AT,Austria
Götzis,Vorarlberg,08,AT,Austria
Imst,Tyrol,07,AT,Austria
Henndorf am Wallersee,Salzburg,05,AT,Austria
Steyr,Upper Austria,04,AT,Austria
Wallsee,Lower Austria,03,AT,Austria
Kaindorf,Lower Austria,03,AT,Austria
Pettenbach,Lower Austria,03,AT,Austria
Frohnleiten,Styria,06,AT,Austria
Mödling,Lower Austria,03,AT,Austria
Bildein,Burgenland,01,AT,Austria
Bludenz,Vorarlberg,08,AT,Austria
Jerzens,Tyrol,07,AT,Austria
Wiesensfeld,Lower Austria,03,AT,Austria
Warth,Vorarlberg,08,AT,Austria
Raab,Upper Austria,04,AT,Austria
Bad Sankt Leonhard im Lavanttal,Carinthia,02,AT,Austria
Mistelbach,Lower Austria,03,AT,Austria
Wagna,Styria,06,AT,Austria
Hallstatt,Upper Austria,04,AT,Austria
Langenlois,Lower Austria,03,AT,Austria
Weyer,Upper Austria,04,AT,Austria
Heiligenblut,Carinthia,02,AT,Austria
Alberndorf,Lower Austria,03,AT,Austria
Feichten,Tyrol,07,AT,Austria
Tragwein,Upper Austria,04,AT,Austria
Gerasdorf bei Wien,Lower Austria,03,AT,Austria
Flachau,Salzburg,05,AT,Austria
Anras,Tyrol,07,AT,Austria
Schloss Neuhaus,Salzburg,05,AT,Austria
Böheimkirchen,Lower Austria,03,AT,Austria
Liesing,Vienna,09,AT,Austria
Fehring,Styria,06,AT,Austria
Traunfeld,Lower Austria,03,AT,Austria
Althofen,Carinthia,02,AT,Austria
Natternbach,Upper Austria,04,AT,Austria
Taiskirchen im Innkreis,Upper Austria,04,AT,Austria
Buchschachen,Burgenland,01,AT,Austria
Weiz,Styria,06,AT,Austria
Hollabrunn,Lower Austria,03,AT,Austria
Ilz,Styria,06,AT,Austria
Lienz,Tyrol,07,AT,Austria
Walchsee,Tyrol,07,AT,Austria
Ellbögen,Tyrol,07,AT,Austria
Finkenstein,Carinthia,02,AT,Austria
Gasthof Rudolfshof,Lower Austria,03,AT,Austria
Glinzendorf,Lower Austria,03,AT,Austria
Andau,Burgenland,01,AT,Austria
Pörtschach am Wörthersee,Carinthia,02,AT,Austria
Zwentendorf,Lower Austria,03,AT,Austria
Sankt Andrä,Carinthia,02,AT,Austria
Inzersdorf im Kremstal,Upper Austria,04,AT,Austria
Kallham,Upper Austria,04,AT,Austria
Alter Zipf,Lower Austria,03,AT,Austria
Berndorf,Lower Austria,03,AT,Austria
Scharnstein,Upper Austria,04,AT,Austria
Sankt Martin im Mühlkreis,Upper Austria,04,AT,Austria
Bruck,Salzburg,05,AT,Austria
Reutte,Tyrol,07,AT,Austria
Frauental,Lower Austria,03,AT,Austria
Aspang Markt,Lower Austria,03,AT,Austria
Bruck an der Leitha,Lower Austria,03,AT,Austria
Nickelsdorf,Burgenland,01,AT,Austria
Feldkirch,Vorarlberg,08,AT,Austria
Wallern,Upper Austria,04,AT,Austria
Zeltweg,Styria,06,AT,Austria
Leitersdorf,Styria,06,AT,Austria
Leibnitz,Styria,06,AT,Austria
Graz,Styria,06,AT,Austria
Spital am Semmering,Styria,06,AT,Austria
Ledenitzen,Carinthia,02,AT,Austria
Wiener Neudorf,Lower Austria,03,AT,Austria
Dornbirn,Vorarlberg,08,AT,Austria
St. Pölten,Lower Austria,03,AT,Austria
Götzis,Vorarlberg,08,AT,Austria
Imst,Tyrol,07,AT,Austria
